goal,target,indicator,seriesCode,seriesDesc,release,geoAreaCode,geoAreaName,parentCode,parentName,type,ISO3,UN_Member,X,Y,ageCode,ageDesc,sexCode,sexDesc,unitsCode,unitsDesc,unitmultiplierCode,unitmultiplierDesc,reportingTypeCode,reportingTypeDesc,valueDetails,footnotes,sources,timeDetails,nature,value_2011,value_2014,value_2017,value_latest_year,latest_year,ObjectId
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,764,Thailand,35,South-Eastern Asia,Country,THA,1,101.0202951,15.13089239,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,"[2017]: Global Findex data exclude three provinces in the South region (Narathiwat, Pattani, and Yala) for security reasons as well as a few districts in other provinces. The excluded areas represent less than 4 percent of the population.","Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,72.7,81.24,83.69,83.69,2017,441
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,764,Thailand,35,South-Eastern Asia,Country,THA,1,101.0202951,15.13089239,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,"[2017]: Global Findex data exclude three provinces in the South region (Narathiwat, Pattani, and Yala) for security reasons as well as a few districts in other provinces. The excluded areas represent less than 4 percent of the population.","Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,72.64,75.44,79.78,79.78,2017,442
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,764,Thailand,35,South-Eastern Asia,Country,THA,1,101.0202951,15.13089239,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,"[2017]: Global Findex data exclude three provinces in the South region (Narathiwat, Pattani, and Yala) for security reasons as well as a few districts in other provinces. The excluded areas represent less than 4 percent of the population.","Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,72.67,78.14,81.59,81.59,2017,443
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,768,Togo,11,Western Africa,Country,TGO,1,0.97835765,8.532096072,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,11.19,21.49,53.05,53.05,2017,444
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,768,Togo,11,Western Africa,Country,TGO,1,0.97835765,8.532096072,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,9.22,15.11,37.59,37.59,2017,445
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,768,Togo,11,Western Africa,Country,TGO,1,0.97835765,8.532096072,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,10.19,18.25,45.29,45.29,2017,446
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,772,Tokelau,61,Polynesia,Country,TKL,0,-171.8154473,-9.214545558,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,447
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,772,Tokelau,61,Polynesia,Country,TKL,0,-171.8154473,-9.214545558,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,448
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,772,Tokelau,61,Polynesia,Country,TKL,0,-171.8154473,-9.214545558,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,449
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,776,Tonga,61,Polynesia,Country,TON,1,-175.1959991,-21.19511329,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,450
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,776,Tonga,61,Polynesia,Country,TON,1,-175.1959991,-21.19511329,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,451
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,776,Tonga,61,Polynesia,Country,TON,1,-175.1959991,-21.19511329,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,452
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,780,Trinidad and Tobago,29,Caribbean,Country,TTO,1,-61.29389504,10.41877263,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,81.99,,88.22,88.22,2017,453
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,780,Trinidad and Tobago,29,Caribbean,Country,TTO,1,-61.29389504,10.41877263,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,69.86,,73.6,73.6,2017,454
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,780,Trinidad and Tobago,29,Caribbean,Country,TTO,1,-61.29389504,10.41877263,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,75.92,,80.78,80.78,2017,455
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,784,United Arab Emirates,145,Western Asia,Country,ARE,1,53.98279159,23.43322219,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,"[2011]: The sample includes only Emiratis and Arab expatriates. The excluded population represents approximately 50% of the total adult population. // [2014]: The sample includes only Emiratis, Arab expatriates and non-Arabs who were able to complete the interview in Arabic or English. // [2017]: Global Findex data include only Emirati nationals, Arab expatriates, and non-Arabs who were able to participate in the survey in Arabic or English.","Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,68.78,89.98,92.67,92.67,2017,456
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,784,United Arab Emirates,145,Western Asia,Country,ARE,1,53.98279159,23.43322219,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,"[2011]: The sample includes only Emiratis and Arab expatriates. The excluded population represents approximately 50% of the total adult population. // [2014]: The sample includes only Emiratis, Arab expatriates and non-Arabs who were able to complete the interview in Arabic or English. // [2017]: Global Findex data include only Emirati nationals, Arab expatriates, and non-Arabs who were able to participate in the survey in Arabic or English.","Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,47.21,67.68,76.42,76.42,2017,457
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,784,United Arab Emirates,145,Western Asia,Country,ARE,1,53.98279159,23.43322219,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,"[2011]: The sample includes only Emiratis and Arab expatriates. The excluded population represents approximately 50% of the total adult population. // [2014]: The sample includes only Emiratis, Arab expatriates and non-Arabs who were able to complete the interview in Arabic or English. // [2017]: Global Findex data include only Emirati nationals, Arab expatriates, and non-Arabs who were able to participate in the survey in Arabic or English.","Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,59.73,83.74,88.21,88.21,2017,458
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,788,Tunisia,15,Northern Africa,Country,TUN,1,9.572737411,34.11439971,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,,34.25,45.73,45.73,2017,459
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,788,Tunisia,15,Northern Africa,Country,TUN,1,9.572737411,34.11439971,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,,20.7,28.36,28.36,2017,460
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,788,Tunisia,15,Northern Africa,Country,TUN,1,9.572737411,34.11439971,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,,27.43,36.91,36.91,2017,461
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,792,Turkey,145,Western Asia,Country,TUR,1,35.42890329,38.9899684,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,82.06,69.16,82.99,82.99,2017,462
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,792,Turkey,145,Western Asia,Country,TUR,1,35.42890329,38.9899684,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,32.68,44.46,54.29,54.29,2017,463
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,792,Turkey,145,Western Asia,Country,TUR,1,35.42890329,38.9899684,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,57.6,56.68,68.59,68.59,2017,464
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,795,Turkmenistan,143,Central Asia,Country,TKM,1,58.9787665,40.0912346,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,0,,45.71,45.71,2017,465
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,795,Turkmenistan,143,Central Asia,Country,TKM,1,58.9787665,40.0912346,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,0.79,,35.52,35.52,2017,466
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,795,Turkmenistan,143,Central Asia,Country,TKM,1,58.9787665,40.0912346,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,0.4,,40.58,40.58,2017,467
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,796,Turks and Caicos Islands,29,Caribbean,Country,TCA,0,-71.745121,21.80780585,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,468
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,796,Turks and Caicos Islands,29,Caribbean,Country,TCA,0,-71.745121,21.80780585,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,469
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,796,Turks and Caicos Islands,29,Caribbean,Country,TCA,0,-71.745121,21.80780585,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,470
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,798,Tuvalu,61,Polynesia,Country,TUV,1,178.6679611,-7.460048071,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,471
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,798,Tuvalu,61,Polynesia,Country,TUV,1,178.6679611,-7.460048071,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,472
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,798,Tuvalu,61,Polynesia,Country,TUV,1,178.6679611,-7.460048071,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,473
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,800,Uganda,14,Eastern Africa,Country,UGA,1,32.39100438,1.279557331,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,[2011]: The sample excludes the Northern region because of security risks. The excluded area represents approximately 10% of the total adult population.,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,25.78,52.36,66.08,66.08,2017,474
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,800,Uganda,14,Eastern Africa,Country,UGA,1,32.39100438,1.279557331,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,[2011]: The sample excludes the Northern region because of security risks. The excluded area represents approximately 10% of the total adult population.,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,15.06,36.63,52.71,52.71,2017,475
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,800,Uganda,14,Eastern Africa,Country,UGA,1,32.39100438,1.279557331,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,[2011]: The sample excludes the Northern region because of security risks. The excluded area represents approximately 10% of the total adult population.,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,20.46,44.45,59.2,59.2,2017,476
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,804,Ukraine,151,Eastern Europe,Country,UKR,1,31.40270802,49.00735945,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,"[2014]: Starting 2014, Crimea is not included in the Ukraine sample.  Settlements in Donetsk and Lugansk oblasts of the East region were excluded, resulting in approximately 10% of the population excluded (approximately 30% of the East region population excluded). // [2017]: Global Findex data exclude occupied and conflict areas in Donetsk and Lugansk oblasts. The excluded areas represent 10 percent of the population.","Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,43.88,54.02,65.03,65.03,2017,477
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,804,Ukraine,151,Eastern Europe,Country,UKR,1,31.40270802,49.00735945,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,"[2014]: Starting 2014, Crimea is not included in the Ukraine sample.  Settlements in Donetsk and Lugansk oblasts of the East region were excluded, resulting in approximately 10% of the population excluded (approximately 30% of the East region population excluded). // [2017]: Global Findex data exclude occupied and conflict areas in Donetsk and Lugansk oblasts. The excluded areas represent 10 percent of the population.","Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,39.21,51.69,61.32,61.32,2017,478
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,804,Ukraine,151,Eastern Europe,Country,UKR,1,31.40270802,49.00735945,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,"[2014]: Starting 2014, Crimea is not included in the Ukraine sample.  Settlements in Donetsk and Lugansk oblasts of the East region were excluded, resulting in approximately 10% of the population excluded (approximately 30% of the East region population excluded). // [2017]: Global Findex data exclude occupied and conflict areas in Donetsk and Lugansk oblasts. The excluded areas represent 10 percent of the population.","Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,41.27,52.71,62.9,62.9,2017,479
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,807,North Macedonia,39,Southern Europe,Country,MKD,1,21.7007909,41.60048068,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,75.87,79.74,80.36,80.36,2017,480
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,807,North Macedonia,39,Southern Europe,Country,MKD,1,21.7007909,41.60048068,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,71.54,64.03,72.89,72.89,2017,481
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,807,North Macedonia,39,Southern Europe,Country,MKD,1,21.7007909,41.60048068,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,73.7,71.8,76.57,76.57,2017,482
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,818,Egypt,15,Northern Africa,Country,EGY,1,29.77468534,26.57438204,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,"[2017]: Global Findex data exclude frontier governorates (Matruh, New Valley, North Sinai, Red Sea, and South Sinai) because of their remoteness and small population share. The excluded areas represent less than 2 percent of the population.","Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,12.81,18.76,38.65,38.65,2017,483
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,818,Egypt,15,Northern Africa,Country,EGY,1,29.77468534,26.57438204,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,"[2017]: Global Findex data exclude frontier governorates (Matruh, New Valley, North Sinai, Red Sea, and South Sinai) because of their remoteness and small population share. The excluded areas represent less than 2 percent of the population.","Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,6.52,9.31,26.99,26.99,2017,484
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,818,Egypt,15,Northern Africa,Country,EGY,1,29.77468534,26.57438204,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,"[2017]: Global Findex data exclude frontier governorates (Matruh, New Valley, North Sinai, Red Sea, and South Sinai) because of their remoteness and small population share. The excluded areas represent less than 2 percent of the population.","Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,9.72,14.13,32.78,32.78,2017,485
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,826,United Kingdom of Great Britain and Northern Ireland,154,Northern Europe,Country,GBR,1,-2.23830539,53.27691757,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,96.71,99.22,96.67,96.67,2017,486
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,826,United Kingdom of Great Britain and Northern Ireland,154,Northern Europe,Country,GBR,1,-2.23830539,53.27691757,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,97.65,98.65,96.07,96.07,2017,487
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,826,United Kingdom of Great Britain and Northern Ireland,154,Northern Europe,Country,GBR,1,-2.23830539,53.27691757,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,97.2,98.93,96.37,96.37,2017,488
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,831,Guernsey,830,Channel Islands,Country,GGY,0,-2.200712402,49.71561166,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,489
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,831,Guernsey,830,Channel Islands,Country,GGY,0,-2.200712402,49.71561166,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,490
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,831,Guernsey,830,Channel Islands,Country,GGY,0,-2.200712402,49.71561166,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,491
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,832,Jersey,830,Channel Islands,Country,JEY,0,-2.136773508,49.22353354,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,492
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,832,Jersey,830,Channel Islands,Country,JEY,0,-2.136773508,49.22353354,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,493
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,832,Jersey,830,Channel Islands,Country,JEY,0,-2.136773508,49.22353354,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,494
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,833,Isle of Man,154,Northern Europe,Country,IMN,0,-4.538190305,54.22880901,Y_GE15,15 years old and over,M,Male,,,,,,,,,,,,,,,,,495
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,833,Isle of Man,154,Northern Europe,Country,IMN,0,-4.538190305,54.22880901,Y_GE15,15 years old and over,F,Female,,,,,,,,,,,,,,,,,496
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,833,Isle of Man,154,Northern Europe,Country,IMN,0,-4.538190305,54.22880901,Y_GE15,15 years old and over,_T,Both sexes,,,,,,,,,,,,,,,,,497
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,834,United Republic of Tanzania,14,Eastern Africa,Country,TZA,1,34.80521182,-6.265332606,Y_GE15,15 years old and over,M,Male,PERCENT,Percentage,,,G,Global,,[2017]: GNI per capita data refer to mainland Tanzania only.,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,20.79,45.45,51.55,51.55,2017,498
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,834,United Republic of Tanzania,14,Eastern Africa,Country,TZA,1,34.80521182,-6.265332606,Y_GE15,15 years old and over,F,Female,PERCENT,Percentage,,,G,Global,,[2017]: GNI per capita data refer to mainland Tanzania only.,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,13.82,34.33,42.15,42.15,2017,499
8,8.10,8.10.2,FB_BNK_ACCSS,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",2019.Q2.G.01,834,United Republic of Tanzania,14,Eastern Africa,Country,TZA,1,34.80521182,-6.265332606,Y_GE15,15 years old and over,_T,Both sexes,PERCENT,Percentage,,,G,Global,,[2017]: GNI per capita data refer to mainland Tanzania only.,"Global Financial Inclusion Database, World Bank.",,G: Global monitoring data,17.26,39.78,46.75,46.75,2017,500
