goal,target,indicator,seriesCode,seriesDesc,release,geoAreaCode,geoAreaName,parentCode,parentName,type,ISO3,UN_Member,X,Y,ageCode,ageDesc,sexCode,sexDesc,typeOfSkillCode,typeOfSkillDesc,unitsCode,unitsDesc,unitmultiplierCode,unitmultiplierDesc,reportingTypeCode,reportingTypeDesc,valueDetails,footnotes,sources,timeDetails,nature,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_latest_year,latest_year,ObjectId
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,16,American Samoa,61,Polynesia,Country,ASM,0,-170.7187269,-14.30587306,"Y16T65
",16 to 65 years old,M,Male,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,128
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,16,American Samoa,61,Polynesia,Country,ASM,0,-170.7187269,-14.30587306,"Y16T65
",16 to 65 years old,F,Female,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,129
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,16,American Samoa,61,Polynesia,Country,ASM,0,-170.7187269,-14.30587306,"Y16T65
",16 to 65 years old,_T,Both sexes,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,130
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,20,Andorra,39,Southern Europe,Country,AND,1,1.576257417,42.54548611,"Y16T65
",16 to 65 years old,F,Female,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,131
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,20,Andorra,39,Southern Europe,Country,AND,1,1.576257417,42.54548611,"Y16T65
",16 to 65 years old,M,Male,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,132
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,20,Andorra,39,Southern Europe,Country,AND,1,1.576257417,42.54548611,"Y16T65
",16 to 65 years old,_T,Both sexes,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,133
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,20,Andorra,39,Southern Europe,Country,AND,1,1.576257417,42.54548611,"Y16T65
",16 to 65 years old,M,Male,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,134
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,20,Andorra,39,Southern Europe,Country,AND,1,1.576257417,42.54548611,"Y16T65
",16 to 65 years old,F,Female,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,135
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,20,Andorra,39,Southern Europe,Country,AND,1,1.576257417,42.54548611,"Y16T65
",16 to 65 years old,_T,Both sexes,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,136
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,24,Angola,17,Middle Africa,Country,AGO,1,17.57817062,-12.33724746,"Y16T65
",16 to 65 years old,F,Female,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,137
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,24,Angola,17,Middle Africa,Country,AGO,1,17.57817062,-12.33724746,"Y16T65
",16 to 65 years old,M,Male,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,138
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,24,Angola,17,Middle Africa,Country,AGO,1,17.57817062,-12.33724746,"Y16T65
",16 to 65 years old,_T,Both sexes,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,139
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,24,Angola,17,Middle Africa,Country,AGO,1,17.57817062,-12.33724746,"Y16T65
",16 to 65 years old,M,Male,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,140
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,24,Angola,17,Middle Africa,Country,AGO,1,17.57817062,-12.33724746,"Y16T65
",16 to 65 years old,F,Female,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,141
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,24,Angola,17,Middle Africa,Country,AGO,1,17.57817062,-12.33724746,"Y16T65
",16 to 65 years old,_T,Both sexes,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,142
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,28,Antigua and Barbuda,29,Caribbean,Country,ATG,1,-61.7999755,17.07761471,"Y16T65
",16 to 65 years old,F,Female,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,143
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,28,Antigua and Barbuda,29,Caribbean,Country,ATG,1,-61.7999755,17.07761471,"Y16T65
",16 to 65 years old,M,Male,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,144
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,28,Antigua and Barbuda,29,Caribbean,Country,ATG,1,-61.7999755,17.07761471,"Y16T65
",16 to 65 years old,_T,Both sexes,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,145
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,28,Antigua and Barbuda,29,Caribbean,Country,ATG,1,-61.7999755,17.07761471,"Y16T65
",16 to 65 years old,M,Male,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,146
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,28,Antigua and Barbuda,29,Caribbean,Country,ATG,1,-61.7999755,17.07761471,"Y16T65
",16 to 65 years old,F,Female,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,147
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,28,Antigua and Barbuda,29,Caribbean,Country,ATG,1,-61.7999755,17.07761471,"Y16T65
",16 to 65 years old,_T,Both sexes,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,148
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,31,Azerbaijan,145,Western Asia,Country,AZE,1,50.01064725,40.39229544,"Y16T65
",16 to 65 years old,F,Female,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,149
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,31,Azerbaijan,145,Western Asia,Country,AZE,1,50.01064725,40.39229544,"Y16T65
",16 to 65 years old,M,Male,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,150
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,31,Azerbaijan,145,Western Asia,Country,AZE,1,50.01064725,40.39229544,"Y16T65
",16 to 65 years old,_T,Both sexes,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,151
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,31,Azerbaijan,145,Western Asia,Country,AZE,1,50.01064725,40.39229544,"Y16T65
",16 to 65 years old,M,Male,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,152
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,31,Azerbaijan,145,Western Asia,Country,AZE,1,50.01064725,40.39229544,"Y16T65
",16 to 65 years old,F,Female,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,153
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,31,Azerbaijan,145,Western Asia,Country,AZE,1,50.01064725,40.39229544,"Y16T65
",16 to 65 years old,_T,Both sexes,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,154
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,32,Argentina,5,South America,Country,ARG,1,-65.14563274,-35.19446255,"Y16T65
",16 to 65 years old,F,Female,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,155
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,32,Argentina,5,South America,Country,ARG,1,-65.14563274,-35.19446255,"Y16T65
",16 to 65 years old,M,Male,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,156
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,32,Argentina,5,South America,Country,ARG,1,-65.14563274,-35.19446255,"Y16T65
",16 to 65 years old,_T,Both sexes,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,157
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,32,Argentina,5,South America,Country,ARG,1,-65.14563274,-35.19446255,"Y16T65
",16 to 65 years old,M,Male,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,158
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,32,Argentina,5,South America,Country,ARG,1,-65.14563274,-35.19446255,"Y16T65
",16 to 65 years old,F,Female,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,159
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,32,Argentina,5,South America,Country,ARG,1,-65.14563274,-35.19446255,"Y16T65
",16 to 65 years old,_T,Both sexes,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,160
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,36,Australia,53,Australia and New Zealand,Country,AUS,1,134.3499412,-25.57717202,"Y16T65
",16 to 65 years old,F,Female,LITE,Literacy,PERCENT,Percentage,,,G,Global,,,Programme for the International Assessment of Adult Competencies (PIAAC),,C: Country data,,,,,,,87.357490,,,,,,87.357490,2012,161
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,36,Australia,53,Australia and New Zealand,Country,AUS,1,134.3499412,-25.57717202,"Y16T65
",16 to 65 years old,M,Male,LITE,Literacy,PERCENT,Percentage,,,G,Global,,,Programme for the International Assessment of Adult Competencies (PIAAC),,C: Country data,,,,,,,87.043920,,,,,,87.043920,2012,162
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,36,Australia,53,Australia and New Zealand,Country,AUS,1,134.3499412,-25.57717202,"Y16T65
",16 to 65 years old,_T,Both sexes,NUME,Numeracy,PERCENT,Percentage,,,G,Global,,,Programme for the International Assessment of Adult Competencies (PIAAC),,C: Country data,,,,,,,79.516020,,,,,,79.516020,2012,163
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,36,Australia,53,Australia and New Zealand,Country,AUS,1,134.3499412,-25.57717202,"Y16T65
",16 to 65 years old,M,Male,NUME,Numeracy,PERCENT,Percentage,,,G,Global,,,Programme for the International Assessment of Adult Competencies (PIAAC),,C: Country data,,,,,,,82.372830,,,,,,82.372830,2012,164
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,36,Australia,53,Australia and New Zealand,Country,AUS,1,134.3499412,-25.57717202,"Y16T65
",16 to 65 years old,F,Female,NUME,Numeracy,PERCENT,Percentage,,,G,Global,,,Programme for the International Assessment of Adult Competencies (PIAAC),,C: Country data,,,,,,,76.649720,,,,,,76.649720,2012,165
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,36,Australia,53,Australia and New Zealand,Country,AUS,1,134.3499412,-25.57717202,"Y16T65
",16 to 65 years old,_T,Both sexes,LITE,Literacy,PERCENT,Percentage,,,G,Global,,,Programme for the International Assessment of Adult Competencies (PIAAC),,C: Country data,,,,,,,87.200450,,,,,,87.200450,2012,166
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,40,Austria,155,Western Europe,Country,AUT,1,14.14172472,47.58704857,"Y16T65
",16 to 65 years old,F,Female,LITE,Literacy,PERCENT,Percentage,,,G,Global,,,Programme for the International Assessment of Adult Competencies (PIAAC),,C: Country data,,,,,,,83.857980,,,,,,83.857980,2012,167
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,40,Austria,155,Western Europe,Country,AUT,1,14.14172472,47.58704857,"Y16T65
",16 to 65 years old,M,Male,LITE,Literacy,PERCENT,Percentage,,,G,Global,,,Programme for the International Assessment of Adult Competencies (PIAAC),,C: Country data,,,,,,,84.997000,,,,,,84.997000,2012,168
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,40,Austria,155,Western Europe,Country,AUT,1,14.14172472,47.58704857,"Y16T65
",16 to 65 years old,_T,Both sexes,NUME,Numeracy,PERCENT,Percentage,,,G,Global,,,Programme for the International Assessment of Adult Competencies (PIAAC),,C: Country data,,,,,,,85.469510,,,,,,85.469510,2012,169
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,40,Austria,155,Western Europe,Country,AUT,1,14.14172472,47.58704857,"Y16T65
",16 to 65 years old,M,Male,NUME,Numeracy,PERCENT,Percentage,,,G,Global,,,Programme for the International Assessment of Adult Competencies (PIAAC),,C: Country data,,,,,,,87.603770,,,,,,87.603770,2012,170
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,40,Austria,155,Western Europe,Country,AUT,1,14.14172472,47.58704857,"Y16T65
",16 to 65 years old,F,Female,NUME,Numeracy,PERCENT,Percentage,,,G,Global,,,Programme for the International Assessment of Adult Competencies (PIAAC),,C: Country data,,,,,,,83.347520,,,,,,83.347520,2012,171
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,40,Austria,155,Western Europe,Country,AUT,1,14.14172472,47.58704857,"Y16T65
",16 to 65 years old,_T,Both sexes,LITE,Literacy,PERCENT,Percentage,,,G,Global,,,Programme for the International Assessment of Adult Competencies (PIAAC),,C: Country data,,,,,,,84.425850,,,,,,84.425850,2012,172
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,44,Bahamas,29,Caribbean,Country,BHS,1,-78.05111663,24.69546597,"Y16T65
",16 to 65 years old,F,Female,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,173
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,44,Bahamas,29,Caribbean,Country,BHS,1,-78.05111663,24.69546597,"Y16T65
",16 to 65 years old,M,Male,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,174
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,44,Bahamas,29,Caribbean,Country,BHS,1,-78.05111663,24.69546597,"Y16T65
",16 to 65 years old,_T,Both sexes,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,175
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,44,Bahamas,29,Caribbean,Country,BHS,1,-78.05111663,24.69546597,"Y16T65
",16 to 65 years old,M,Male,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,176
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,44,Bahamas,29,Caribbean,Country,BHS,1,-78.05111663,24.69546597,"Y16T65
",16 to 65 years old,F,Female,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,177
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,44,Bahamas,29,Caribbean,Country,BHS,1,-78.05111663,24.69546597,"Y16T65
",16 to 65 years old,_T,Both sexes,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,178
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,48,Bahrain,145,Western Asia,Country,BHR,1,50.5490754,26.04407747,"Y16T65
",16 to 65 years old,F,Female,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,179
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,48,Bahrain,145,Western Asia,Country,BHR,1,50.5490754,26.04407747,"Y16T65
",16 to 65 years old,M,Male,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,180
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,48,Bahrain,145,Western Asia,Country,BHR,1,50.5490754,26.04407747,"Y16T65
",16 to 65 years old,_T,Both sexes,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,181
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,48,Bahrain,145,Western Asia,Country,BHR,1,50.5490754,26.04407747,"Y16T65
",16 to 65 years old,M,Male,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,182
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,48,Bahrain,145,Western Asia,Country,BHR,1,50.5490754,26.04407747,"Y16T65
",16 to 65 years old,F,Female,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,183
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,48,Bahrain,145,Western Asia,Country,BHR,1,50.5490754,26.04407747,"Y16T65
",16 to 65 years old,_T,Both sexes,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,184
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,50,Bangladesh,34,Southern Asia,Country,BGD,1,89.17660788,22.86961622,"Y16T65
",16 to 65 years old,F,Female,LITE,Literacy,PERCENT,Percentage,,,G,Global,,,"National Assessment (NA): Literacy Assessment Survey (LAS); Proficient = Literate and Advanced; Literate at Initial Level; Not Proficient = SemiLiterate, NonLiterate",,C: Country data,,,,,,47.900000,,,,,,,47.900000,2011,185
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,50,Bangladesh,34,Southern Asia,Country,BGD,1,89.17660788,22.86961622,"Y16T65
",16 to 65 years old,M,Male,LITE,Literacy,PERCENT,Percentage,,,G,Global,,,"National Assessment (NA): Literacy Assessment Survey (LAS); Proficient = Literate and Advanced; Literate at Initial Level; Not Proficient = SemiLiterate, NonLiterate",,C: Country data,,,,,,54.600000,,,,,,,54.600000,2011,186
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,50,Bangladesh,34,Southern Asia,Country,BGD,1,89.17660788,22.86961622,"Y16T65
",16 to 65 years old,_T,Both sexes,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,187
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,50,Bangladesh,34,Southern Asia,Country,BGD,1,89.17660788,22.86961622,"Y16T65
",16 to 65 years old,M,Male,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,188
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,50,Bangladesh,34,Southern Asia,Country,BGD,1,89.17660788,22.86961622,"Y16T65
",16 to 65 years old,F,Female,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,189
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,50,Bangladesh,34,Southern Asia,Country,BGD,1,89.17660788,22.86961622,"Y16T65
",16 to 65 years old,_T,Both sexes,LITE,Literacy,PERCENT,Percentage,,,G,Global,,,"National Assessment (NA): Literacy Assessment Survey (LAS); Proficient = Literate and Advanced; Literate at Initial Level; Not Proficient = SemiLiterate, NonLiterate",,C: Country data,,,,,,51.300000,,,,,,,51.300000,2011,190
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,51,Armenia,145,Western Asia,Country,ARM,1,44.93839317,40.29499741,"Y16T65
",16 to 65 years old,F,Female,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,191
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,51,Armenia,145,Western Asia,Country,ARM,1,44.93839317,40.29499741,"Y16T65
",16 to 65 years old,M,Male,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,192
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,51,Armenia,145,Western Asia,Country,ARM,1,44.93839317,40.29499741,"Y16T65
",16 to 65 years old,_T,Both sexes,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,193
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,51,Armenia,145,Western Asia,Country,ARM,1,44.93839317,40.29499741,"Y16T65
",16 to 65 years old,M,Male,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,194
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,51,Armenia,145,Western Asia,Country,ARM,1,44.93839317,40.29499741,"Y16T65
",16 to 65 years old,F,Female,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,195
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,51,Armenia,145,Western Asia,Country,ARM,1,44.93839317,40.29499741,"Y16T65
",16 to 65 years old,_T,Both sexes,LITE,Literacy,PERCENT,Percentage,,,G,Global,,,Skills Towards Employability and Productivity (STEP) of World Bank,,C: Country data,,,,,,,,98.971200,,,,,98.971200,2013,196
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,52,Barbados,29,Caribbean,Country,BRB,1,-59.5346489,13.13648273,"Y16T65
",16 to 65 years old,F,Female,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,197
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,52,Barbados,29,Caribbean,Country,BRB,1,-59.5346489,13.13648273,"Y16T65
",16 to 65 years old,M,Male,LITE,Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,198
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,52,Barbados,29,Caribbean,Country,BRB,1,-59.5346489,13.13648273,"Y16T65
",16 to 65 years old,_T,Both sexes,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,199
4,4.6,4.6.1,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",2019.Q2.G.01,52,Barbados,29,Caribbean,Country,BRB,1,-59.5346489,13.13648273,"Y16T65
",16 to 65 years old,M,Male,NUME,Numeracy,,,,,,,,,,,,,,,,,,,,,,,,,,200
